objid,ra,dec,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z,type
1237662224089153729,241.344761140384,24.131448470264,-9999.0,17.04477,16.11775,15.62846,15.23948,GALAXY
1237678618479822363,333.186149474515,1.88203482040743,22.99972,22.9351,-9999.0,-9999.0,-9999.0,GALAXY
1237665369577226268,158.275667117012,30.4619414082481,20.48971,18.29144,17.22286,16.78087,16.4097,GALAXY
1237667910059425984,192.624650254427,23.7340049301694,19.77375,18.34047,17.63239,-9999.0,16.95495,GALAXY
1237661970648924310,185.513258421902,6.75434703223935,19.69689,18.33068,17.44527,-9999.0,16.75275,GALAXY
1237672839060783671,357.054378729484,5.68626169114994,24.5626,21.36005,19.5217,18.78298,-9999.0,GALAXY
1237655123942113916,199.612575712639,3.68250295584839,22.1153,-9999.0,20.28104,-9999.0,18.82066,GALAXY
1237666300553135022,44.727199647724,-0.0311103729290697,-9999.0,22.1106,20.26059,-9999.0,-9999.0,GALAXY
1237670965924594697,145.040160333218,16.1727804235323,-9999.0,-9999.0,22.7164,21.39688,-9999.0,GALAXY
1237648722310398424,193.480478728208,0.65946325371946,23.07863,21.69386,20.13345,19.22942,18.76324,GALAXY
1237663204921966810,17.8377170028984,0.740796453353851,20.5164,19.31745,18.2498,17.69423,17.32825,GALAXY
1237663915729289805,121.271540625675,52.2969468587406,22.87033,21.21708,-9999.0,18.66884,18.36906,GALAXY
1237667254007235197,162.691778649032,27.9421661119709,23.82722,22.47449,20.64738,19.53556,18.95351,GALAXY
1237660637074751696,174.315211170864,48.0863403915839,23.94087,22.17714,20.99721,20.00427,19.51745,GALAXY
1237662301368156336,233.680642269581,39.9660337027346,19.50631,-9999.0,16.59896,16.19077,-9999.0,GALAXY
1237655742409933072,228.743068272162,4.30333702533617,19.68794,17.65819,16.66337,16.26287,-9999.0,GALAXY
1237664339322142860,163.647241017619,36.5846816843807,20.16889,-9999.0,-9999.0,-9999.0,16.40635,GALAXY
1237665024910622942,200.209774544931,33.8857205647723,22.29362,19.98179,18.73413,18.24038,-9999.0,GALAXY
1237662224068772538,188.67818868437,39.2541949824038,24.99904,-9999.0,-9999.0,20.60248,19.87354,GALAXY
1237662683605762160,207.353182731879,34.7046099892563,18.04069,16.8501,16.17953,-9999.0,15.58396,GALAXY
1237679034550321764,349.882656928366,9.12058692454695,26.06033,-9999.0,21.1365,20.05702,19.54026,GALAXY
1237662307261612332,210.606469972716,40.2207758204102,-9999.0,21.82898,19.9585,-9999.0,18.66056,GALAXY
1237661465456805141,251.17213800752,24.6624867618031,-9999.0,21.88777,20.12041,19.03632,18.46676,GALAXY
1237655369285959941,174.652818816297,61.4887515937467,-9999.0,20.92337,19.17715,18.56615,18.23371,GALAXY
1237657189818761984,331.010917614985,-0.968560105240978,23.08437,23.52533,22.01336,-9999.0,21.12142,GALAXY
1237678880497402054,31.2441937914372,-2.3556054259149,21.17622,18.96088,17.65634,17.07344,16.67751,GALAXY
1237658203980039047,203.665289902304,47.9939987725858,25.72593,21.91473,20.12905,19.02281,18.55071,GALAXY
1237678791356580584,31.9161659979013,25.6437251492857,23.75889,22.22688,-9999.0,19.50805,19.02963,GALAXY
1237658312405221509,189.676821699389,60.1478750211651,19.75227,17.79565,16.78662,16.37968,-9999.0,GALAXY
1237678437552292546,37.5663128542307,1.64642663021366,22.92501,22.63317,-9999.0,21.21272,20.24061,GALAXY
1237678918586925697,343.487425520878,10.8956116110681,-9999.0,22.45642,20.55073,19.63805,19.18226,GALAXY
1237658614132769014,184.221155275798,50.9134710311341,-9999.0,21.88745,20.19576,19.28434,18.88164,GALAXY
1237669762793668877,327.83220624711,6.03364832441601,21.77409,21.90902,20.59565,-9999.0,-9999.0,GALAXY
1237662198814081197,212.943856224392,10.8611254199345,19.42123,17.76681,16.92204,16.47725,16.11342,GALAXY
1237664667888320779,131.306489835789,25.7553103709717,18.27613,17.14775,-9999.0,16.43362,16.31544,GALAXY
1237679504847930295,341.010183649246,19.3114704712167,23.8492,24.57797,22.35432,20.82616,19.91615,GALAXY
1237678880469615102,327.689664445049,-2.02736424493866,22.57989,20.49755,18.69898,18.01321,-9999.0,GALAXY
1237661873488068732,218.125800503345,40.6116257981389,19.97882,-9999.0,17.74142,17.30035,-9999.0,GALAXY
1237665101676609668,220.394476851173,29.2311958586204,17.5529,16.32685,16.01284,15.83356,15.73391,GALAXY
1237668272431956004,194.369434171416,20.1131816319501,26.29305,21.79626,21.11135,20.24031,18.82942,GALAXY
1237667781760843942,184.510682074302,21.800507952182,-9999.0,-9999.0,17.76722,17.2352,16.88488,GALAXY
1237680479805703093,5.06990307777397,33.7352570568151,22.03816,20.67049,19.01626,18.31712,17.85187,GALAXY
1237667782315869085,228.277590632875,16.4256682001674,23.81129,-9999.0,19.4323,18.75283,-9999.0,GALAXY
1237668349751722181,227.000079257414,13.3905245485552,21.19103,-9999.0,17.62035,17.15063,-9999.0,GALAXY
1237654391102177938,118.334964974565,37.7178808877422,22.13836,-9999.0,18.5457,17.87581,17.56641,GALAXY
1237654383051604110,136.827762537799,52.7891968833127,19.46801,-9999.0,-9999.0,16.42127,16.12449,GALAXY
1237654880734740610,209.692141122495,4.87097426718986,-9999.0,17.01317,16.3479,-9999.0,15.8436,GALAXY
1237668299276288320,181.150730676484,20.8938602866702,22.78532,21.98685,20.8101,19.69663,-9999.0,GALAXY
1237668353501889357,261.298027792315,36.7821930587281,23.52937,-9999.0,20.14375,19.27633,-9999.0,GALAXY
1237651252564721871,145.698760393808,60.3866559720256,19.92162,17.9086,16.81694,16.36368,15.98312,GALAXY
1237661435920646283,190.698620632896,48.5795803142221,18.86858,17.03243,16.23428,15.85894,15.56524,GALAXY
1237674650461733016,171.229981531961,0.083571525313682,20.90979,-9999.0,17.57075,17.0655,16.66705,GALAXY
1237662263773758031,200.730517522364,9.81730044139251,24.42301,21.66293,20.43395,19.47861,19.19962,GALAXY
1237671769608618599,224.139330313903,57.4835418011025,22.50015,-9999.0,19.70632,19.17656,18.85157,GALAXY
1237661433243370309,212.890385266726,42.8964998210362,23.80703,22.71819,21.10897,19.96468,-9999.0,GALAXY
1237652934037995784,328.453379289928,-8.74760223851279,-9999.0,18.33129,17.48961,-9999.0,-9999.0,GALAXY
1237658300062630707,139.535163547254,5.7663846056416,-9999.0,22.11177,20.67147,-9999.0,19.44743,GALAXY
1237679542970614196,20.3969925239926,22.3617478891193,-9999.0,-9999.0,20.50622,19.55412,-9999.0,GALAXY
1237667735041474588,174.478831212766,21.9855084530092,17.03476,-9999.0,14.62824,14.20433,14.26905,GALAXY
1237663784212103417,33.6261438718246,0.143281010201261,21.46836,20.76903,19.83478,-9999.0,19.07934,GALAXY
1237680298354475832,359.039284078792,22.426972511954,-9999.0,-9999.0,20.9067,19.78719,-9999.0,GALAXY
1237663783128924266,12.0040337711015,-0.709731511246371,24.20981,22.4711,20.61402,19.89055,-9999.0,GALAXY
1237679433989685810,18.570669263066,-3.25138371234241,-9999.0,22.24769,20.69775,19.81049,-9999.0,GALAXY
1237661418752704778,224.717375194736,51.3840443623779,23.04448,20.92782,-9999.0,18.60414,18.21898,GALAXY
1237665569834402934,255.573572803844,41.3803710443405,25.92209,-9999.0,-9999.0,-9999.0,19.07896,GALAXY
1237669680647569785,352.036955975415,7.14276531534769,22.81331,21.73413,20.48205,19.49277,-9999.0,GALAXY
1237652900230332482,44.1048844061722,-8.04602220392773,20.87557,18.85125,17.654,17.1925,16.81975,GALAXY
1237680503431628024,339.704455057254,31.8992602758309,22.45735,21.75152,20.52696,19.45659,-9999.0,GALAXY
1237661385996239726,219.684855668371,51.1820743213623,25.24607,24.61587,21.94876,20.68598,19.91782,GALAXY
1237661949707747709,161.784367458678,11.3856860179645,-9999.0,22.29826,-9999.0,19.62822,19.12552,GALAXY
1237664130480996530,160.696195792886,12.7265289160274,-9999.0,-9999.0,16.74276,16.27348,-9999.0,GALAXY
1237666407898481211,343.858373164328,-0.045062431459782,22.57519,22.24654,20.44131,19.51965,19.03768,GALAXY
1237659324943827648,214.544855436635,55.9390699621562,26.24333,22.28384,20.6508,19.56522,18.82281,GALAXY
1237665368504926591,162.198958807307,30.3301909954332,25.90302,22.44198,20.71527,-9999.0,19.35325,GALAXY
1237651252576649384,206.293250609231,64.6957493725844,17.81248,16.73501,16.3221,16.09482,15.94657,GALAXY
1237667211590762751,153.114471028073,26.3120749006753,22.90721,20.85992,-9999.0,18.48992,18.24412,GALAXY
1237663277921468708,345.583091267434,0.603078618609348,21.65314,19.91116,18.1733,-9999.0,17.17252,GALAXY
1237657401344983167,136.999584092777,43.6704023968686,19.51006,18.41357,-9999.0,17.28849,17.11,GALAXY
1237654880737886378,216.905212339394,4.50018977583077,17.75066,-9999.0,16.01455,15.73585,-9999.0,GALAXY
1237671689618784547,246.848246192077,15.3361680406006,17.85347,16.39025,15.70348,15.32031,15.04276,GALAXY
1237661813340438937,165.88610980393,12.2556387164003,-9999.0,21.52016,19.8541,19.01073,-9999.0,GALAXY
1237665369040028250,157.629785947833,29.9040402173156,22.57326,22.61023,22.24889,21.61112,20.93821,GALAXY
1237668336861249930,242.17204455701,14.2466546856658,20.9711,19.34091,-9999.0,-9999.0,17.00924,GALAXY
1237667255605461665,132.592750217765,20.638455683916,22.13848,21.49211,21.47047,20.23767,20.41164,GALAXY
1237665534927306964,231.475482170711,22.6441950121187,18.0958,-9999.0,16.48411,16.21843,16.05349,GALAXY
1237667142864404640,133.786069552264,22.1856333346387,19.27678,18.01737,17.34012,-9999.0,16.73579,GALAXY
1237669698371649737,332.747560526935,6.76504645657098,-9999.0,18.85091,-9999.0,17.90691,17.68482,GALAXY
1237661069793821370,170.205048861293,14.5340399853753,22.94955,-9999.0,19.40729,18.58529,18.0511,GALAXY
1237663237129306420,52.3097403262715,-1.14922865564322,21.67466,-9999.0,-9999.0,19.9366,19.808,GALAXY
1237665098465411819,147.054320409203,29.1443904545274,22.9291,-9999.0,20.29683,19.84332,19.60253,GALAXY
1237667254541353635,155.662608132717,27.060585480695,23.01825,-9999.0,-9999.0,21.97031,-9999.0,GALAXY
1237667914341023923,171.609006711398,18.5480253913205,19.63654,18.20265,-9999.0,17.13099,-9999.0,GALAXY
1237665549439664590,245.209222060267,14.6568256667661,17.85406,15.92042,14.99898,14.56294,14.25673,GALAXY
1237667429568479351,168.72227487245,25.9400171147187,19.18765,17.22082,16.34638,-9999.0,15.63272,GALAXY
1237659132210119006,221.066747596929,48.8690421868486,-9999.0,22.90348,21.99963,20.68675,19.89508,GALAXY
1237678620116649162,33.0438214399239,3.25393945583648,26.60378,21.86423,22.51989,21.4709,22.50477,GALAXY
1237658300609331990,161.949753215978,7.93594398273624,-9999.0,22.80796,20.74593,-9999.0,19.38671,GALAXY
1237662307272426311,237.991749146816,29.4863244818962,23.47176,-9999.0,19.53716,18.84911,18.36423,GALAXY
1237651252022476829,129.620127132627,51.8100917264381,21.00614,18.88805,17.70633,-9999.0,16.80968,GALAXY
1237657771778376285,134.52966058783,45.8092592147149,-9999.0,20.82994,19.11639,18.51567,18.12054,GALAXY
1237667211581457041,131.304478035223,19.0265517131148,-9999.0,22.35373,21.66875,21.14443,20.85646,GALAXY
1237678778478101049,359.888682729209,5.71276650992872,25.31111,22.58419,20.86908,19.96746,-9999.0,GALAXY
1237651249874665793,130.939171612219,50.1038435112603,-9999.0,21.68154,21.0447,20.98155,-9999.0,GALAXY
1237671690155851861,247.532681258113,15.6053930798245,18.49787,17.03789,16.35535,-9999.0,15.65501,GALAXY
1237678882094448942,0.145736119923782,-1.31403236799413,22.10371,22.18793,21.90115,20.97855,21.4477,GALAXY
1237667782832685218,179.96121794075,22.5664934656165,18.7676,16.86142,15.92581,15.55364,-9999.0,GALAXY
1237655107838214518,172.088945631373,58.9557251700216,22.38326,21.5426,-9999.0,19.77157,19.37301,GALAXY
1237662301898014890,214.583673529804,48.3652516826702,-9999.0,20.19415,18.6211,18.0406,17.6886,GALAXY
1237661358075478487,165.624693006215,46.454915417864,23.66736,22.4436,20.66766,19.73333,19.29581,GALAXY
1237662667500290411,248.47605269866,24.114451748247,19.13644,17.55898,16.81669,16.41643,16.14679,GALAXY
1237654880733757594,207.476957620494,4.89146959765315,25.33192,21.50228,-9999.0,-9999.0,18.44624,GALAXY
1237664669506535602,148.512868898883,34.8249711061648,-9999.0,17.84967,17.14893,16.81863,16.60617,GALAXY
1237665331456705015,168.010272151665,32.2512256870615,23.83657,21.60344,-9999.0,19.32409,18.88269,GALAXY
1237679255208394903,34.4827464186477,-3.56802394067347,21.18867,19.31919,17.98466,17.43851,17.10568,GALAXY
1237667781736202818,126.475906214599,11.3994352029753,22.53433,21.04706,19.18782,18.57936,18.15118,GALAXY
1237678832147366665,15.9870512872319,8.77382095815534,22.84558,22.40691,-9999.0,19.79012,19.39185,GALAXY
1237663783141703857,41.2103577855083,-0.72355349507868,21.74122,19.36786,18.17039,17.74159,17.41126,GALAXY
1237678833224122821,23.0914537718095,9.35654164200045,24.36794,21.53739,20.43082,19.58876,18.91214,GALAXY
1237667323261812841,197.316918492098,27.0235863888561,19.66497,17.87015,17.05937,16.72982,16.45866,GALAXY
1237678623846237158,19.0187640070844,5.66705415558612,26.90763,23.00215,21.64605,20.38878,19.7263,GALAXY
1237667912738734276,179.977080979828,25.8793457210593,24.7695,22.74072,20.81084,-9999.0,19.12099,GALAXY
1237661070322893283,151.813479966281,13.1961818011119,-9999.0,20.97139,19.21437,-9999.0,18.18251,GALAXY
1237657627894284329,118.641734822406,25.773071399061,24.30211,22.39747,21.21892,-9999.0,19.69841,GALAXY
1237656494579647365,6.77115262833945,14.1727337991579,23.48629,23.05045,-9999.0,20.33801,19.67793,GALAXY
1237679435059691681,9.94975442749592,-2.32855813895886,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,GALAXY
1237654390028501289,119.138519197772,37.4349698523409,19.96536,17.89943,16.83236,16.37418,15.98778,GALAXY
1237679254134128973,33.332000962168,-4.43738055927382,-9999.0,-9999.0,21.77209,21.73793,21.41704,GALAXY
1237654380904251528,139.232902595711,51.6546348444805,20.75787,18.79548,-9999.0,16.92546,-9999.0,GALAXY
1237679322862256337,37.1235734403364,-4.48748286464003,21.69166,-9999.0,21.34142,23.30881,22.61234,GALAXY
1237667735576838235,170.709649004153,22.1440870945574,19.10196,-9999.0,17.47975,17.14934,16.96329,GALAXY
1237662698639393088,218.842738952139,33.5251377410614,22.36891,20.59527,-9999.0,18.7521,18.42503,GALAXY
1237662200434852932,236.554139832698,8.74409796039865,21.61668,21.14116,20.03911,-9999.0,18.82816,GALAXY
1237658203980759324,205.959613466196,47.6225528321626,-9999.0,24.02439,21.85197,20.59477,19.91421,GALAXY
1237680333776029003,330.067095086882,26.2148124285741,25.84972,22.04201,20.2571,19.311,18.83659,GALAXY
1237665566606557445,213.523036222601,22.6402007319785,18.64857,-9999.0,-9999.0,16.62732,-9999.0,GALAXY
1237666245230199045,0.414375604367024,25.1299538441091,-9999.0,22.56858,21.72483,20.41777,21.19763,GALAXY
1237648704602308897,240.964489362385,0.113542680825168,20.71935,-9999.0,17.22802,16.68252,-9999.0,GALAXY
1237656241164058931,341.22333274235,13.0097417525685,19.54447,17.73506,16.88437,16.47711,-9999.0,GALAXY
1237656906354262535,358.117151806465,-0.914779310217409,22.91239,-9999.0,21.19154,20.4425,19.871,GALAXY
1237667252932183017,159.599689336987,26.6295476671245,22.50564,-9999.0,21.51998,20.81755,20.71318,GALAXY
1237661082662469674,49.4980021031657,40.7198358890543,18.94899,16.92337,16.04704,15.61393,15.27073,GALAXY
1237667292652503333,139.081045877165,19.6376921087428,22.37976,20.66877,18.94911,18.34288,17.96493,GALAXY
1237652901828231256,14.7581275270985,-8.84662411637751,19.94728,18.25262,17.38343,16.95826,16.61041,GALAXY
1237661950271685020,224.886207023999,10.0636842150859,24.95905,20.76984,19.06919,18.46122,-9999.0,GALAXY
1237679504865821089,24.5021058014107,19.8672307885706,23.04232,22.30033,22.29737,-9999.0,22.64296,GALAXY
1237665565003153732,230.060518107762,17.2279167127147,21.00701,19.09394,17.69608,17.14762,16.78951,GALAXY
1237673310432526407,125.901115962679,43.048990140383,-9999.0,23.75809,22.15612,20.93816,19.50473,GALAXY
1237665571443442214,254.792806953907,45.1780590669583,-9999.0,20.17169,18.56358,-9999.0,17.61884,GALAXY
1237678846647271998,328.547922191487,8.14301145018779,22.68318,20.8291,18.93961,18.22095,17.78378,GALAXY
1237674479734947963,223.648384083067,63.2863810988389,17.89066,15.99492,15.15425,14.75386,-9999.0,GALAXY
1237666407922532894,38.7791420777205,-0.142902781467716,22.05196,-9999.0,21.18902,20.79498,20.26607,GALAXY
1237667781753111083,165.659521723019,20.6722198407283,24.12178,22.23364,20.58909,-9999.0,19.14248,GALAXY
1237667782286115644,156.22415984694,19.6737646440778,24.74076,22.74884,-9999.0,-9999.0,20.99963,GALAXY
1237662194532483558,203.139771754171,41.012348642835,22.50368,22.8655,20.88917,19.91354,19.50976,GALAXY
1237655126616178834,176.023175249206,5.88726227872207,20.48632,18.43237,-9999.0,17.04169,16.75082,GALAXY
1237665330383224992,168.84105558567,31.5235558821486,19.58526,18.23433,17.53828,17.20568,16.93786,GALAXY
1237672795033501797,1.45931376197956,-5.61821904398087,22.6186,21.81721,20.36683,19.57794,19.33076,GALAXY
1237667735569433290,152.865151973645,19.6264320525514,23.83053,22.69082,22.22537,21.49091,21.66229,GALAXY
1237661382231130430,135.539807189125,29.8084265085048,23.55271,-9999.0,18.04815,17.47562,17.11275,GALAXY
1237664672176538447,188.366428421864,36.723665759757,-9999.0,22.556,20.91911,-9999.0,19.33995,GALAXY
1237661872941498496,188.388939968222,44.9979133876256,21.28577,19.55623,18.13677,17.5506,17.09409,GALAXY
1237661383310770290,149.323115567715,36.8332441940096,18.05018,16.46877,15.78031,15.41704,15.15164,GALAXY
1237649961386377526,61.4040605419527,-6.44213136751835,22.00903,20.64634,19.11913,18.55924,18.18588,GALAXY
1237666339190670018,20.5006479945662,-0.0168614626398274,22.68769,-9999.0,-9999.0,21.77504,22.41444,GALAXY
1237665532251209952,219.965629120028,23.3887009608705,-9999.0,18.57305,17.44154,-9999.0,16.56674,GALAXY
1237674479734424217,221.418301233896,63.8881404058481,25.51648,22.01873,20.35795,19.4841,19.14883,GALAXY
1237653613183893643,137.320644001932,52.0774273276452,-9999.0,-9999.0,15.9464,15.53658,15.27818,GALAXY
1237680503964762225,329.990365526432,29.6633727830925,-9999.0,21.40477,21.25376,21.09184,20.80486,GALAXY
1237669701050958222,16.2477109570258,6.3267266027894,22.49261,21.78953,20.5672,19.68595,19.17851,GALAXY
1237667429560812266,149.885175361808,22.6213078931201,23.73374,22.07633,20.12653,-9999.0,18.79498,GALAXY
1237662300821651604,205.686606386953,49.6775270397745,-9999.0,17.45983,16.65717,16.19567,15.86952,GALAXY
1237661068168725226,136.882833893803,8.9090717382482,24.14094,21.84963,20.225,-9999.0,18.90042,GALAXY
1237673808122807247,132.117141776217,22.4983247503968,22.82773,23.34358,22.02941,21.21264,20.83706,GALAXY
1237662306193178718,224.411557599279,34.8756853688467,18.51554,17.40178,17.09728,-9999.0,16.66079,GALAXY
1237662637447578122,236.470208641275,9.77060461449215,24.58794,20.74684,-9999.0,18.37548,-9999.0,GALAXY
1237665350782812333,222.339188246383,26.0016570099376,-9999.0,-9999.0,16.65862,-9999.0,15.93961,GALAXY
1237678834299175421,26.0913093117583,10.0441169961873,-9999.0,23.01079,21.69477,20.55553,19.80013,GALAXY
1237659330846786742,235.324746286644,48.4857711518542,22.83824,24.67423,22.38767,20.51918,19.71562,GALAXY
1237678622240276705,29.6557190282145,4.09957547061066,-9999.0,19.79212,18.21898,17.62222,-9999.0,GALAXY
1237662663210041540,223.815083435482,33.6029452714634,22.21297,21.11651,19.25811,18.63636,18.20495,GALAXY
1237679324470182285,30.9296422681546,-3.56371312800534,-9999.0,22.13253,20.92271,-9999.0,19.55459,GALAXY
1237661069263438328,185.500582736561,14.698816352765,22.68539,21.1852,19.37017,18.75034,18.60866,GALAXY
1237668289084064177,156.130772670099,17.5224981370465,22.75394,22.49191,22.76679,23.27786,22.30302,GALAXY
1237657629522002121,159.025107913847,49.5592887502653,22.01346,20.3975,18.64275,18.01626,-9999.0,GALAXY
1237658203961360502,142.961025515165,41.0023861876316,-9999.0,17.66368,16.59647,16.15814,15.80272,GALAXY
1237668272980164618,221.385084701359,16.995711591769,24.63466,19.06641,-9999.0,18.20065,18.42542,GALAXY
1237658802578850033,200.941152270215,54.5153356832864,20.27619,20.32212,-9999.0,-9999.0,-9999.0,GALAXY
1237662195062997307,183.713544343957,42.7096011439983,22.82383,22.09615,20.33468,19.38843,18.733,GALAXY
1237678919126942246,350.80794170142,11.7625095355711,-9999.0,21.93274,20.27602,-9999.0,-9999.0,GALAXY
1237654610681397438,198.794769348452,64.9082709883062,-9999.0,-9999.0,-9999.0,16.55457,16.18847,GALAXY
1237679323924791999,11.4354472319866,-4.34398795400038,22.49003,-9999.0,21.60038,20.53757,19.8476,GALAXY
1237678617936463243,318.340396990731,1.07148977877864,25.99153,22.39895,-9999.0,21.35644,21.51401,GALAXY
1237658609292935172,183.795239600618,59.3222409370081,19.0646,17.40966,16.55281,16.13386,15.84066,GALAXY
1237657591393419306,170.201566824704,54.7805443417243,20.40847,18.84852,17.99496,17.5997,17.31499,GALAXY
1237658204494103422,132.815291576692,35.9577922987218,25.49122,22.22954,-9999.0,19.56405,19.09212,GALAXY
1237667782821806535,153.353555834844,19.5919556586211,24.08114,24.00767,22.16593,21.60513,21.57144,GALAXY
1237665429172388231,217.540693293599,26.3021788509134,22.86542,21.75803,20.18969,-9999.0,19.03001,GALAXY
1237650795676762373,131.663583889036,-0.364733782246233,23.90294,25.19534,-9999.0,24.38988,17.62145,GALAXY
1237679996621030668,334.987279485378,-2.92011865745952,-9999.0,22.9376,20.58725,19.70527,19.16729,GALAXY
1237656567581115242,326.020666998399,-0.83573036953879,26.4381,21.36216,19.64036,18.86064,-9999.0,GALAXY
1237666243607069828,329.875075499794,19.7146400361874,25.80381,22.98227,22.29429,20.98463,19.89508,GALAXY
1237665128523957005,133.548111814198,23.7037552307434,-9999.0,23.22915,21.77144,20.28847,19.38197,GALAXY
1237679460291051664,24.7395541092322,18.8607593495042,-9999.0,17.40216,-9999.0,16.05503,15.71129,GALAXY
1237680272038887968,339.246915671006,20.3712622045722,23.87568,22.76537,21.00472,19.95181,-9999.0,GALAXY
1237662702397686579,239.206005939076,58.8518105520645,23.80927,-9999.0,22.06042,21.03703,19.78579,GALAXY
1237672764442608325,348.627431198495,19.9215619569929,24.618,22.66295,21.08412,20.00167,19.34749,GALAXY
1237668299277402783,184.002629367003,20.9655243362515,24.00791,22.00303,20.40982,19.45349,-9999.0,GALAXY
1237678617950290885,349.942672789859,1.64389674512556,22.26589,-9999.0,22.18923,21.83585,21.17576,GALAXY
1237659329776779582,243.164333040901,41.8688217128291,23.08393,20.17982,18.60539,18.05596,17.66034,GALAXY
1237671261729980597,120.769133319699,8.19143813034794,23.36996,22.63665,-9999.0,19.80603,19.49147,GALAXY
1237661087491948973,121.454539442811,22.9302379331242,-9999.0,17.75572,17.53334,17.38098,17.30661,GALAXY
1237658424085643482,148.422718475494,6.40397712515897,-9999.0,18.77629,17.66159,-9999.0,16.82323,GALAXY
1237679322860879970,33.9173794454182,-4.63414480970501,19.76187,-9999.0,16.74103,16.29,15.93255,GALAXY
1237659326555030581,217.841456321486,56.4466614140676,25.76758,-9999.0,21.61399,20.23878,19.56599,GALAXY
1237664131010724017,144.093335541085,10.8926654238658,19.76342,18.40734,17.75024,17.37827,17.26493,GALAXY
1237667322726908015,202.29519434086,26.0188707222638,20.40308,18.78253,17.84437,-9999.0,17.04344,GALAXY
1237668495244853271,175.56146702945,16.9441120797787,23.12494,22.35767,20.74894,19.69022,19.19452,GALAXY
1237679541360394948,21.1260296286187,20.8697170010741,24.6944,-9999.0,21.08578,19.94288,19.34209,GALAXY
1237667541753529285,149.735103594866,20.6900616963036,23.11301,22.86586,-9999.0,21.41761,20.79716,GALAXY
1237680502889645662,326.989862258719,27.9647422972003,25.92464,21.56575,19.72595,18.95546,18.42924,GALAXY
1237678858482417862,25.1842122930433,11.2306952058868,25.36387,20.83021,20.23335,-9999.0,18.91898,GALAXY
1237651754024632515,212.752241029686,2.38084099887689,22.21303,21.81438,20.00946,19.19618,-9999.0,GALAXY
1237668298743415307,190.953389453004,20.4616848090248,22.89836,21.42933,19.58696,18.92084,18.51511,GALAXY
