objid,ra,dec,type,modelMag_u,modelMag_g,modelMag_r,modelMag_i,modelMag_z
1237657607498039329,124.601784439884,37.3729412596442,STAR,16.93993,15.46648,14.84978,14.5846,14.45226
1237665178447904914,215.51608375063,27.8433448152531,STAR,19.79961,18.82767,18.53874,18.41278,18.40636
1237648722827935861,149.374569795834,1.13438768656906,STAR,16.72275,15.70332,15.41474,15.31566,15.29872
1237678580369195162,9.02472288128115,24.9838964662562,STAR,21.1075,19.65556,19.00426,18.7768,18.62574
1237668271900131601,206.497231098317,18.5826005072559,STAR,22.57514,20.75559,19.32082,18.47452,18.01881
1237660961329775042,140.435390562715,34.9538498488777,STAR,22.16254,21.20065,20.91671,20.82019,21.10681
1237680478197055875,10.2441476089468,32.2179906548421,STAR,23.01435,21.61538,21.20683,21.17493,21.4053
1237663277392330933,3.3448240494794,0.177987421639043,STAR,20.27287,17.87801,16.80586,16.40503,16.16956
1237651495222050956,122.518109904213,47.1985240250301,STAR,21.2623,19.0475,18.02888,17.65602,17.42787
1237680306932024827,329.78722265467,23.3134842323857,STAR,24.52237,22.94659,21.37744,20.19351,19.93378
1237655107823010315,124.91125138303,40.3740085994205,STAR,23.4171,22.03551,21.57288,21.15729,20.77886
1237680502899212531,351.576142930722,33.350799981241,STAR,21.70307,19.69459,18.94787,18.5739,18.33908
1237663786879091058,116.127671895805,46.9046759553176,STAR,19.57697,18.65831,18.31409,18.17036,18.1154
1237657630603149370,185.681947946649,53.3842795660724,STAR,22.36374,20.29261,19.51579,19.31983,19.79732
1237651272416166191,113.920951419162,37.5485688700286,STAR,24.18424,22.72471,21.0266,19.67681,18.90781
1237678618476413888,325.319561982931,1.52767219999923,STAR,22.30557,20.60675,20.2707,20.01412,19.9315
1237651211214258556,257.51234491864,56.5974048728206,STAR,21.55482,20.49757,19.94477,19.47989,19.10978
1237651533872627758,130.272068022226,53.2877089570379,STAR,17.61817,16.28063,15.74938,15.56705,15.4754
1237665369036424143,148.616182691896,27.5859891210473,STAR,25.25703,22.38851,22.65906,20.90961,21.38192
1237662193450877252,179.110221053549,41.3537497412133,STAR,22.65119,21.77975,21.52951,21.29243,21.35246
1237663786878697745,115.542442783029,46.0795013819561,STAR,24.17493,21.44769,19.7903,18.83271,18.28888
1237661871873196096,205.220079447727,42.333660147891,STAR,18.98592,18.10516,17.79988,17.67318,17.67104
1237663204917837926,8.31960083779839,0.63772797857494,STAR,20.00283,17.95394,16.57452,15.5747,15.02972
1237663456702628454,316.948654478385,-0.680488172561172,STAR,19.88237,17.4673,16.40361,16.01107,15.8046
1237672816513450756,348.209357264039,21.1531071957326,STAR,25.87399,23.22956,21.62236,19.96269,19.07599
1237661949723476716,198.560012534466,12.119519980039,STAR,22.81857,21.84799,21.8138,21.85257,21.83206
1237672816511418883,345.765290858552,25.2788496854573,STAR,25.51129,21.37369,20.38848,19.78956,19.52279
1237665566085350120,249.146064161461,11.3618385820185,STAR,22.20995,19.27252,17.68014,15.7319,14.68339
1237661851475771574,205.269942711821,43.4625759088552,STAR,23.88517,21.38027,19.83179,18.77107,18.23201
1237667227690991699,44.4683805629637,5.01580197572835,STAR,16.04248,14.81636,14.42292,14.26352,14.22252
1237663233380122662,0.597170816045377,25.2105652743065,STAR,17.10045,16.06109,15.6866,15.55138,15.51676
1237665427555090919,200.570838692451,28.215541388067,STAR,24.35959,21.71355,21.22034,21.47822,21.21894
1237673473637417031,64.5767202135493,6.44964663501376,STAR,18.00462,16.34005,15.61452,15.34287,15.19989
1237652947996573739,18.0822833979831,-9.40279400538554,STAR,17.91125,16.96197,16.71188,16.59642,16.57281
1237653007583806412,317.894385138419,10.0597106723755,STAR,19.41166,17.58573,16.8032,16.46885,16.33024
1237658611442188335,163.399668087025,46.7461069926588,STAR,17.47337,16.61058,16.31298,16.20095,16.18523
1237671938723349002,226.957213904639,56.2883585171386,STAR,25.96762,22.50624,21.25268,20.29049,19.54986
1237672765506060512,335.626527860721,40.7105528973402,STAR,18.20478,17.14557,16.70698,16.51981,16.43525
1237651736821498531,158.981426951576,2.56614186398807,STAR,24.69115,22.50861,21.00804,19.76523,19.30255
1237679996627583127,349.924753691208,-3.13353841526235,STAR,18.98225,18.08285,17.80407,17.68369,17.63242
1237659930001802057,18.5012558225263,46.2296784536644,STAR,20.19402,19.01867,18.54598,18.40558,18.34644
1237671939823897242,331.088526711749,44.021676361703,STAR,19.29556,17.72754,17.00521,16.66475,16.46981
1237680529745249135,356.46432656961,29.6217738350668,STAR,22.75709,22.10951,22.00685,22.02977,21.41224
1237662264859754645,229.002326323146,8.08467388249026,STAR,19.39081,18.53907,18.21146,18.07607,18.06449
1237660634919534624,150.828826770822,41.559067827009,STAR,17.93851,16.66079,16.71548,16.77508,16.84256
1237667228219932986,26.3915577431777,6.59536918843701,STAR,21.63504,20.56997,20.42261,20.44126,20.38408
1237662620260499616,237.450986434365,31.4108403719759,STAR,24.04466,21.46336,20.78186,20.71829,20.7838
1237665583262925619,263.220749415084,31.8692521661471,STAR,21.85979,20.51765,19.89648,19.68274,19.59924
1237648722307121172,186.023923824479,0.667082871289788,STAR,17.1176,16.16167,15.87674,15.76925,15.75094
1237672765523886167,357.149844046183,4.86110879807985,STAR,19.454,18.43165,18.03049,17.87211,17.76608
1237661966350090373,166.086518096403,40.1707763799011,STAR,24.08099,21.65174,21.65443,21.81263,22.41047
1237662964929004526,356.990080042327,44.3511926908648,STAR,19.43187,18.32456,18.04711,17.96369,17.94892
1237662225160994865,237.685400555096,27.1107562688367,STAR,17.82958,16.71006,16.79771,16.90871,16.96467
1237659326018617389,219.082070697619,55.5820417460174,STAR,18.66682,17.52028,17.06614,16.89026,16.83352
1237663782592446674,13.0121397185796,-1.13305153460839,STAR,19.84323,17.20203,15.7733,15.07004,14.69866
1237663275796463895,36.9180628162797,-1.0993582103361,STAR,22.63791,21.84497,21.47991,21.5931,20.81158
1237669761720452470,329.218491488582,5.31902347173248,STAR,23.03267,21.97141,22.10786,22.19547,21.37138
1237657118402150651,113.531885720978,24.5147813617655,STAR,24.7001,25.11448,22.9831,21.61954,18.83436
1237680473365808128,334.330776097616,28.2674485794767,STAR,22.54153,23.18967,22.04454,20.64761,19.58974
1237665571438788957,246.166261797124,54.1848529601276,STAR,19.28895,18.02151,17.47887,17.26893,17.17702
1237651753996714119,148.840269824316,2.04228939211515,STAR,18.97861,17.53966,16.96586,16.72643,16.62001
1237674650994868349,162.641020966648,0.515865296570991,STAR,21.73555,20.04296,19.41616,19.2081,19.12734
1237662640658579645,243.177530048168,27.0920214897269,STAR,20.39049,19.30515,18.79714,18.47748,18.3158
1237649963530977413,54.6728161493368,-5.8133253831995,STAR,19.64999,18.18252,17.60301,17.42172,17.29014
1237660764292972572,114.793622408445,18.3015687447909,STAR,19.31034,17.99117,17.41148,17.20808,17.12455
1237661949185556688,196.102468472641,11.7073310184204,STAR,22.36596,20.82551,19.24971,18.50335,18.04383
1237672838520963076,353.570469668975,11.6556753465274,STAR,18.81649,17.91158,17.5908,17.47316,17.37999
1237651249909662642,253.723683624577,36.3271732117028,STAR,22.96965,21.42297,21.17813,21.27518,21.3808
1237662662673957170,225.489075442028,32.4158905769712,STAR,21.62149,20.63972,20.07322,19.83346,19.9017
1237651225710298484,260.016687220762,55.8544039180679,STAR,24.63166,23.83333,23.75828,20.53649,18.84571
1237662474229318043,239.935474708965,34.4386629434593,STAR,22.18931,20.17554,19.30744,19.01413,18.86582
1237654604785385821,152.122431716785,3.59299553561255,STAR,21.78957,20.68457,20.62722,20.68154,20.382
1237663917335248930,112.247853508714,43.3707256796409,STAR,23.99942,21.77476,20.81414,20.19797,20.07586
1237673309355376769,115.847656683465,40.7690298663384,STAR,17.48139,16.03429,15.47961,15.23996,15.13274
1237648722284970533,135.386240526307,0.747106397657769,STAR,22.39878,21.06443,20.8022,20.6882,20.50728
1237661063879065963,148.856140446819,9.28814992713516,STAR,25.07302,21.83538,21.73961,22.10652,21.9236
1237655124483113752,209.129259609581,3.83054537234549,STAR,22.40874,20.97366,21.17416,21.17357,21.02996
1237657628980740557,145.900452041692,44.8624699765694,STAR,23.25186,21.74818,21.77779,21.99821,21.51169
1237660765367632539,115.943403579096,20.2435719679041,STAR,21.15423,20.58511,18.15273,17.76228,17.53379
1237659133281566968,214.520438893721,52.0208022288119,STAR,21.39424,20.26256,19.99187,19.92995,19.94492
1237655373578371565,256.116674881902,30.9008205586642,STAR,19.88112,18.60847,18.09815,17.89389,17.80411
1237680091647771823,333.635358513953,14.6614001342003,STAR,22.61604,21.62219,21.54555,21.51584,21.68211
1237679503775105452,343.266190167768,18.6984051542134,STAR,21.45913,20.64846,20.41255,20.38427,20.30438
1237667107964190958,127.765413257291,18.7640030129168,STAR,19.62947,18.58358,18.52749,18.5807,18.61544
1237673843544687686,105.989994618194,13.5568538968868,STAR,18.93137,17.7965,17.47555,17.35653,17.31998
1237663784208695562,25.8395318786083,0.0559668476809386,STAR,21.07446,20.2473,20.00536,19.92777,19.78483
1237668623013314678,187.015527379907,16.594481598189,STAR,24.00802,20.86397,19.35169,18.73362,18.687
1237658425162465424,155.420070913401,7.60465287825727,STAR,20.68958,19.65019,19.59853,19.70925,19.51878
1237666216223703351,18.5589445918628,28.8070847175239,STAR,19.7427,18.84048,18.48674,18.34865,18.30253
1237673311502533093,114.326203066368,42.1708906673822,STAR,19.97546,18.65882,18.218,18.04733,17.98509
1237656538589298706,342.751786419866,-9.18737026754065,STAR,18.54221,17.46047,17.40114,17.42341,17.47864
1237652599564992618,320.825885999473,-7.29805257494004,STAR,18.53848,17.29479,16.70337,16.44006,16.29617
1237657593541230760,128.385338570183,39.5328109821434,STAR,19.242,18.19304,17.93035,17.83987,17.85351
1237651539799441445,243.25101415192,53.1424905139933,STAR,17.86985,16.24361,15.60726,15.36896,15.26842
1237674462016766406,121.597480175054,-7.14643256501515,STAR,19.87706,18.55446,18.05222,17.87185,17.75866
1237667228759359768,32.2712017125633,6.74288932398753,STAR,26.16955,21.24806,19.66092,18.65275,18.13224
1237654390566355057,120.647118497956,39.4946052366233,STAR,17.76315,16.68373,16.34267,16.22566,16.19255
1237667730195742804,125.532832061905,11.3359915766057,STAR,23.8181,21.3012,20.8444,20.55393,20.71696
1237651752945844668,201.136972172586,1.66883321259761,STAR,22.78816,21.90465,21.80042,21.67088,21.56059
1237664089682215297,70.8230076650546,24.4998401310692,STAR,25.12716,20.16722,18.4449,17.48836,16.79485
1237671690690363535,242.752833968382,18.3171776426995,STAR,19.05117,17.59202,16.99461,16.75192,16.63549
1237662239086871267,207.86109909365,10.3876140952788,STAR,22.33868,21.29449,21.0332,20.68255,20.22789
1237651496826503259,111.439700778968,35.7682908086958,STAR,18.11884,16.65333,16.05774,15.8406,15.734
1237662303511576659,224.315241288592,46.4894418620015,STAR,21.65162,19.4225,17.92485,16.69208,16.04418
1237678617399328873,317.702897298567,0.549249310514541,STAR,20.04988,19.02517,18.72761,18.61532,18.58463
1237657627914797214,171.355251385089,50.5070950638479,STAR,18.53279,17.42908,17.06431,16.92089,16.92483
1237665367968186844,162.67054268863,29.9643574484271,STAR,24.32403,22.65763,21.32667,20.43604,19.91205
1237663277926056048,356.167797792221,0.546935790854214,STAR,19.2138,17.80978,17.16144,16.87158,16.72141
1237648721746264340,131.319297401563,0.317109778854978,STAR,20.65805,19.07434,18.34494,18.08073,17.90135
1237667782856867930,237.762504491759,14.1609641767898,STAR,18.44703,17.40457,17.06563,16.92262,16.90928
1237657627902607737,135.304951420406,38.649512173119,STAR,22.36799,21.66332,21.59297,21.65204,21.96573
1237659327104352753,250.284635260238,37.8342995787147,STAR,24.79491,22.34953,20.81442,18.91453,17.88199
1237662499465068659,229.31231941759,42.6568633868689,STAR,17.49421,17.06619,16.45716,15.48725,14.88222
1237679504324231779,13.0397578646019,20.2661647723838,STAR,24.29337,21.18272,20.62888,20.48154,20.62155
1237669696763921216,339.505794922601,5.77316351157349,STAR,24.80403,21.97836,20.54569,19.61606,18.98281
1237658612518486258,171.565244829027,48.9801870064243,STAR,21.52218,20.57903,20.40305,20.39447,20.17242
1237678809070109398,27.7063022017926,34.0411503225926,STAR,21.85695,20.2552,19.9963,19.76061,19.76128
1237658611445006684,172.575340056697,48.2380261104967,STAR,24.39234,21.7903,20.38004,19.12303,18.55038
1237666302168334647,55.2354369866567,1.13022526721126,STAR,21.77746,20.90618,20.39444,20.27872,20.27136
1237662638511620203,214.18807884269,14.354717896401,STAR,19.65655,18.70696,18.40023,18.2768,18.26323
1237671141472469263,166.339917666746,-16.9498544635069,STAR,20.09553,18.72925,18.17599,17.9618,17.83345
1237676440924389908,7.75173953813658,34.1868373621742,STAR,22.87212,21.15501,20.55758,20.18961,20.03119
1237678889056600295,23.0905203768641,-2.60983636363698,STAR,22.22605,21.39428,21.17001,21.07228,20.67138
1237679255206363417,29.9341217667749,-3.75498902931192,STAR,24.67873,21.48876,21.18517,21.16614,21.05742
1237673706646864475,100.448471804856,38.2435724258668,STAR,22.01041,20.02464,19.3087,18.99054,18.85705
1237651737921781891,219.724501357653,3.27057834177392,STAR,18.08384,16.94603,16.55212,16.40047,16.36149
1237680332718735643,12.7230740582621,29.8577849942317,STAR,19.49649,18.50092,18.11423,17.95583,17.89449
1237664853651423609,233.388279948484,27.3303770145881,STAR,21.96977,21.18653,20.91234,20.81702,20.42857
1237673017302122541,7.4035426472449,-18.5248425002564,STAR,18.83998,17.37313,16.77715,16.53918,16.41644
1237666184031896246,349.574623701319,26.0791843882,STAR,22.59958,21.86356,21.43548,21.20324,21.89643
1237667253456143265,129.276228781845,17.39924073379,STAR,24.05379,21.8436,20.23503,19.50483,18.94185
1237673709861142639,122.989871656482,-7.183010644326,STAR,25.12696,25.13145,21.7484,20.10048,19.12078
1237673809724572091,111.651586699789,16.3269008112713,STAR,17.42042,16.27199,15.90841,15.77857,15.7416
1237667253460664669,139.217343310031,21.4773843320654,STAR,25.45751,22.4073,20.94455,19.07536,18.02472
1237655464314798550,224.561087598557,55.6974325231556,STAR,24.26202,21.2462,20.91614,20.69349,20.56734
1237655130917897172,257.129858325346,35.1287304245407,STAR,22.11774,21.18357,20.72414,20.73967,21.05825
1237674648851644513,172.395421487009,-1.06431568888269,STAR,20.77818,18.49755,17.54102,17.16652,16.91742
1237680530811650770,337.400927630119,27.8335227570109,STAR,21.57428,19.88201,19.17508,18.94007,18.81203
1237657874327929220,137.811312604822,39.1292113249002,STAR,25.21172,22.06005,20.58123,19.58114,19.024
1237678437015748821,38.2998802161245,1.18976473548604,STAR,19.91017,18.96882,18.67212,18.56319,18.53834
1237678619020492854,341.799208044471,2.4844948994515,STAR,16.67411,15.17486,14.59392,18.95793,14.30119
1237674285931168749,83.232130950008,1.25658162422548,STAR,22.80653,20.37644,19.01275,17.68871,16.98926
1237665102752514295,225.935762454718,28.1186712237872,STAR,21.179,19.96509,19.87421,19.87141,19.90094
1237657873791910576,140.326337418681,39.8079549715195,STAR,25.68877,23.29408,22.52451,20.9439,19.93536
1237679542968844570,15.9324167683089,22.6448522220517,STAR,23.58149,21.90912,20.39675,19.00956,18.29003
1237666434728657027,344.070422390505,24.2915289020965,STAR,21.29324,20.06929,19.5062,19.27164,19.15472
1237671768535531726,227.442249971229,57.698774280371,STAR,23.28811,24.22635,22.46423,20.91587,19.85339
1237648720159768622,186.355765583017,-0.989093902945646,STAR,17.24555,16.31679,16.03177,15.91856,15.89733
1237652600639324465,322.243778858312,-6.61487805546414,STAR,19.30613,18.86383,18.81102,18.81656,18.90812
1237662305658601518,229.823389592731,32.1452816573604,STAR,21.03424,19.18423,18.38231,18.10914,17.96733
1237667254015492117,184.127498084308,29.9111083320022,STAR,18.65466,17.72752,17.42242,17.31156,17.28349
1237652946386354198,18.9921481194704,-10.6151222826294,STAR,18.90944,17.1965,16.4223,16.11,15.90845
1237665226765762602,177.308545186759,32.0851781447683,STAR,20.15266,19.10899,18.94886,18.88562,18.92925
1237651496831943456,119.646211615816,46.5579786744158,STAR,25.69974,23.21425,21.57983,20.50401,19.62993
1237667212132745291,165.941211523085,29.0632403029271,STAR,19.2409,17.69213,17.13501,16.94796,16.86678
1237655502962229471,257.631401239249,32.5440294876281,STAR,24.814,22.72217,20.80163,20.15074,20.9952
1237679461360599117,14.7280126087225,20.494222035147,STAR,18.92824,18.02623,17.76522,17.6421,17.58383
1237664853117042837,238.710896030177,24.1966846185862,STAR,18.55027,17.51787,17.20297,17.09943,17.05271
1237652943171747930,351.645885003828,14.5671032644161,STAR,18.03691,18.28585,18.72605,19.05326,19.27634
1237652629102264416,8.55367910754312,-10.7660125057924,STAR,19.60641,18.45368,17.95966,17.71435,17.5884
1237662225668440166,156.763922488917,37.0472962971111,STAR,19.88835,17.43659,16.34506,15.94522,15.75678
1237662237475274935,205.484034615552,9.23249192976336,STAR,20.13548,19.10486,18.64168,18.44434,18.35205
1237673705035858472,100.076836743976,36.9454058507897,STAR,18.74422,16.93606,16.2024,15.92989,15.77275
1237673452703842331,71.5951944289413,12.2367229003429,STAR,21.73165,20.41257,19.5471,19.14347,18.96354
1237651191895163075,131.549277769188,52.619537516605,STAR,20.99682,19.78483,19.24817,19.05255,18.941
1237660345006293148,134.659888678626,35.9441794024214,STAR,20.01953,19.86442,20.18088,20.52691,21.00309
1237657773926514832,123.5910194689,30.5543569225529,STAR,20.77437,19.47174,18.90852,18.67328,18.628
1237658492262154317,140.384456682035,6.82013215136783,STAR,17.14424,16.08544,15.71607,15.58446,15.54974
1237661210433552395,215.42948837584,45.0897016387029,STAR,15.88309,14.89196,14.66426,14.61972,14.64842
1237664835933438072,143.243398827829,29.4855016347612,STAR,18.33786,17.03055,16.51948,16.34486,16.26873
1237658311868809249,191.785544645037,59.6930550542567,STAR,16.8455,15.07394,14.44496,14.24261,14.17659
1237678881012383995,341.246952075938,-1.96938893906265,STAR,19.14762,18.25461,17.90218,17.77331,17.72881
1237651272434712602,169.223467663453,66.3625353665461,STAR,15.66799,14.58924,14.19155,14.03154,13.99896
1237662307280421911,254.216448079314,18.8179861563186,STAR,22.49266,20.74525,19.93133,19.63538,19.454
1237652947458916430,16.1895947701435,-9.85935921385438,STAR,19.20381,18.20578,17.83648,17.70658,17.67177
1237679503778709835,351.92020673965,19.6296652227886,STAR,24.39669,21.61687,21.78543,21.5665,21.45362
1237657874333106450,151.643882941521,45.0517936783388,STAR,22.13083,20.67035,20.12472,20.09822,20.4087
1237678855232160874,317.987587260599,7.2053031315188,STAR,23.40975,22.59211,21.03957,20.05881,19.57504
1237672024625710164,311.65371015604,55.375898424485,STAR,21.16883,18.94498,17.93423,17.46204,17.15928
1237678860075401505,344.015704601435,12.3402378751363,STAR,20.09579,19.1127,18.72768,18.61899,18.54516
1237662226227396779,220.48951111159,35.3051348829698,STAR,22.77455,20.45475,19.68758,19.34839,19.22006
1237664289394524216,191.929799025749,13.9775529184352,STAR,20.69326,19.54431,19.07435,18.86411,18.76586
1237680074466525200,15.3008044617076,26.7604964914387,STAR,24.75179,20.23366,19.43307,19.01159,18.97774
1237662525766303904,186.003507552248,15.1891008533667,STAR,21.41327,20.7921,20.64363,20.66632,20.32266
1237678597553193172,359.031630595053,2.84459008017746,STAR,22.75614,20.53651,19.16629,18.16484,17.54385
1237666462650532322,92.021434385292,62.9384124131941,STAR,21.07188,19.65595,18.93097,18.62703,18.4887
1237657609112912621,132.637956849826,45.1930608453924,STAR,25.76456,23.89451,22.27004,20.67207,19.77196
1237657610727784881,173.871601537432,56.0752988679937,STAR,22.36781,20.97811,20.73136,20.80537,20.30436
1237671939268215017,260.811046288642,63.7540798520123,STAR,20.6795,19.21189,18.5738,18.32477,18.19931
1237666090590339253,17.9676344426897,18.9519559546603,STAR,19.9295,18.43043,17.76494,17.51137,17.34635
1237663783665074253,10.4537786545827,-0.417627602915266,STAR,17.97909,16.50219,15.96001,15.79088,15.72076
1237680332168038398,336.930518955344,26.6701013009328,STAR,25.29452,24.78592,23.92288,21.40214,19.45967
1237678617938362957,322.693877872853,1.04495556239953,STAR,21.18845,19.75587,19.13836,18.90882,18.7765
1237669703200342139,20.6094863163817,8.04877700463299,STAR,20.89217,19.93287,19.53633,19.34161,19.23603
1237664131547333162,143.386546374801,11.2340755417453,STAR,22.5515,21.68402,21.45838,21.41603,21.61682
1237668758848602569,303.99359228062,-11.4582881481438,STAR,17.44258,16.08644,16.044,16.08746,16.13447
1237663787959059207,127.635382307686,59.4053211226498,STAR,23.02213,22.23659,20.85625,19.8004,19.11296
1237678595929080213,328.208621387896,1.00865712931673,STAR,23.45299,19.90595,18.40788,16.99381,16.22295
1237671260659188190,127.615713142158,8.99793766033592,STAR,21.20158,19.45961,18.23465,17.04573,16.35757
1237666408479195548,84.0327917742073,0.282801754804399,STAR,23.46438,21.473,20.48672,19.93331,19.61477
1237657192520024289,9.5442921578109,1.11039408768471,STAR,22.32248,21.0531,20.53183,20.21857,20.22756
1237671941433984806,331.478495069695,45.6961142913432,STAR,18.48784,16.1571,15.13153,14.6661,14.39228
1237667910064931069,206.210292700893,22.2253669205742,STAR,22.71166,19.88314,18.50393,17.36283,16.71239
1237663786877518234,113.963963139016,43.5905212235639,STAR,19.58398,18.52371,18.39891,18.37225,18.39954
1237663783665467560,11.3251522913238,-0.29852579887478,STAR,23.00428,20.67763,19.24902,18.10187,17.44993
1237662224624845061,239.012416521107,25.8524519719453,STAR,19.5196,18.03515,17.42137,17.16221,17.05185
1237666300553659295,45.8385540622403,-0.160617600859402,STAR,24.37419,24.22726,23.08479,20.20992,18.30814
1237668297665741014,181.452802924919,19.7187439595543,STAR,20.76382,19.5004,18.94175,18.71032,18.64579
1237666215148126421,18.7814474813162,24.5341101005618,STAR,20.32555,19.16355,18.64177,18.46264,18.2917
1237657069546111022,21.8608001365363,-0.844701242913594,STAR,19.57623,17.48377,16.66402,16.31955,16.19859
1237665128007729395,186.887063788176,34.7358259786387,STAR,22.23263,21.11227,20.90906,20.72242,20.37716
1237662195064570371,188.722780576923,42.8336188852811,STAR,23.07314,21.14062,20.91855,20.81939,20.70528
1237678918585090068,339.150329157451,10.6366603032381,STAR,18.10508,17.14993,16.78712,16.63368,16.58327
1237657857684996136,184.950427125837,53.2370007927797,STAR,17.58975,17.90627,18.3894,18.72068,19.03906
1237680328408825971,330.371998308128,27.8696133971008,STAR,22.23161,20.45905,19.85093,19.63869,19.46427
1237668679927267985,287.690973677498,38.3814457931719,STAR,18.69821,16.65229,15.84078,15.58551,15.44022
1237678579284770957,342.53480659181,22.4962284523554,STAR,24.99543,24.44004,22.2773,20.82573,19.77819
1237651272425209863,131.27378170336,54.4318602474553,STAR,17.07424,15.50731,14.96484,14.78525,14.7331
1237672765516874123,349.879786948353,19.2601496175534,STAR,23.44329,21.10567,19.62053,18.72184,18.28645
1237665429165113903,199.158263645288,29.4978329259777,STAR,23.51585,22.13145,21.56449,21.45813,21.36999
1237667447805575277,189.959111627507,25.2038528866734,STAR,19.66109,18.02487,17.26562,16.94819,16.78572
1237658205594845748,217.520398174803,46.0387749441197,STAR,23.20774,21.93033,21.84871,21.76319,22.00867
1237658611984695381,182.324762004015,49.178037791587,STAR,18.4492,16.91655,16.34464,16.1573,16.09724
1237678617418727667,2.10681973552295,1.24964176804897,STAR,22.2127,20.12662,19.16524,18.77007,18.56069
1237673474182283840,79.6652416230487,17.3653471987634,STAR,19.02644,17.71052,17.18599,16.9804,16.86892
1237658800425926935,179.303375397166,53.7241016480459,STAR,24.40229,21.78829,21.45598,21.31812,21.91495
1237680333779174075,337.962929350657,28.1951152691248,STAR,21.11443,20.09016,19.68834,19.56517,19.4926
1237658423543464512,136.250921045635,4.88748338737619,STAR,23.59311,21.37817,20.81073,20.76266,20.72182
1237663230696163159,352.500522008506,52.7909069905936,STAR,23.79811,23.1991,20.65099,20.13427,19.78598
1237664673790492900,197.985748483039,37.3034823279821,STAR,21.8448,20.35167,19.68321,19.45464,19.34479
1237662266470170752,243.058766254267,2.95723277936516,STAR,18.94584,17.52081,16.94795,16.71405,16.60559
1237661970123194452,211.155076064852,5.67276483102297,STAR,18.24116,17.4237,17.11576,17.02507,16.98354
1237657190367035488,357.0756653446,-0.620464362397706,STAR,18.63641,18.16134,18.1483,18.14758,18.21838
1237651754004185223,165.95102507228,2.38468068988986,STAR,20.32357,19.25438,18.9106,18.78971,18.8111
1237662225705206971,253.096737616124,18.0706490300929,STAR,23.61475,21.98998,21.82695,21.80524,21.53247
1237661150309122342,210.018073656465,46.4845126469862,STAR,22.13737,21.80086,21.66643,21.55833,21.1702
